institution_id,institution_name,state_code,state_name,county,nces_locale,level,control,title_i_status,total_enrollment,number_of_teachers,student_teacher_ratio,percent_free_reduced_lunch,racial_white_pct,racial_black_pct,racial_hispanic_pct,racial_asian_pct,racial_native_pct,racial_two_or_more_pct,special_education_pct,english_learner_pct,per_pupil_expenditure_usd,federal_funding_pct,state_funding_pct,local_funding_pct,math_proficiency_pct,reading_proficiency_pct,graduation_rate_pct,chronic_absenteeism_pct,avg_sat_score,avg_act_score,ap_ib_participation_pct,postsecondary_enrollment_pct,stem_certified_flag,broadband_access_pct
US-EDU-12790,Northwood Primary School,PA,Pennsylvania,Allegheny County,Suburban - Midsize,Elementary School,Public,Title I Schoolwide,439,29,15.3,53.3,30.3,29.7,24.5,6.2,0.9,8.4,9.3,13.5,12564,15.3,47.8,36.9,57.1,45.7,86.5,24.8,,,,,No,86.7
US-EDU-12791,Northwood Grade School,UT,Utah,Washington County,Suburban - Large,Elementary School,Public Charter,Not Title I Eligible,660,42,15.6,29.6,62.2,2.6,26.4,1.3,1.9,5.6,19.8,12.3,15305,11.3,59.6,29.1,88.4,95.8,91.8,16.1,,,,,No,88.0
US-EDU-12792,Westview Elementary School,TX,Texas,Dallas County,Suburban - Large,Elementary School,Public,Title I Schoolwide,433,20,21.6,54.5,35.3,2.1,44.4,9.8,1.7,6.7,16.7,17.8,11641,12.7,27.9,59.4,29.3,48.7,81.9,16.3,,,,,No,91.2
US-EDU-12793,Oak Ridge Elementary Academy,LA,Louisiana,Marion County,Suburban - Midsize,Elementary School,Public,Not Title I Eligible,348,25,13.9,37.4,56.9,3.2,22.6,7.8,1.9,7.6,13.6,14.2,19087,14.6,37.3,48.1,56.6,57.4,87.8,15.9,,,,,Yes,95.4
US-EDU-12794,Marshall Primary School,VA,Virginia,Madison County,Town - Distant,Elementary School,Private Religious,Not Applicable,211,19,11.0,13.4,66.8,9.1,16.8,2.2,0.5,4.6,19.2,4.6,30326,0.0,2.0,98.0,72.3,82.4,87.5,20.0,,,,,No,96.2
US-EDU-12795,Hamilton College,CA,California,Orange County,City - Large,4-Year University,Private Non-Profit,Not Applicable,2871,233,12.3,15.6,19.7,21.3,51.4,3.5,0.1,4.0,14.9,21.9,11986,0.0,2.0,98.0,69.8,68.7,76.1,25.3,1247,24.2,,,No,93.3
US-EDU-12796,Martin Luther King Jr. Middle School,FL,Florida,Brevard County,City - Large,Middle School,Public,Title I Schoolwide,200,14,14.6,40.2,44.8,18.4,15.6,15.9,0.1,5.2,12.5,13.9,11886,11.6,42.3,46.1,76.3,83.6,90.8,9.9,,,,,No,90.3
US-EDU-12797,Washington Elementary Academy,MI,Michigan,Macomb County,City - Large,Elementary School,Public,Title I Schoolwide,154,10,14.9,48.6,41.1,20.7,30.8,4.2,0.1,3.1,11.7,12.0,18536,12.5,56.1,31.4,59.7,76.8,84.7,13.2,,,,,No,89.4
US-EDU-12798,Jefferson Elementary School,NJ,New Jersey,Washington County,Suburban - Midsize,Elementary School,Public Charter,Title I Schoolwide,312,25,12.6,51.7,41.8,10.8,11.1,18.1,6.5,11.7,12.7,9.1,21251,10.9,36.9,52.2,58.3,70.5,83.2,28.6,,,,,Yes,90.4
US-EDU-12799,Willow Creek Academy,TX,Texas,El Paso County,Rural - Fringe,High School,Public,Title I Schoolwide,1199,115,10.4,47.0,80.2,0.9,8.5,5.4,1.9,3.1,11.5,6.8,13731,11.7,38.5,49.8,70.5,74.4,94.8,20.5,1247,27.6,27.7,70.7,No,88.9
US-EDU-12800,Highland Park Preparatory School,RI,Rhode Island,Washington County,City - Large,K-12 Combined,Private For-Profit,Not Applicable,579,33,17.3,73.8,27.0,51.1,13.8,2.1,1.3,4.7,17.5,6.4,15894,17.6,37.6,44.8,49.0,55.2,82.3,17.5,1197,23.5,31.1,60.1,No,89.0
US-EDU-12801,Jefferson Junior College,WA,Washington,Lincoln County,Town - Fringe,2-Year College,Public,Not Applicable,5969,295,20.2,0.0,68.6,1.5,16.5,6.8,0.8,5.8,13.2,14.4,12729,18.3,62.6,19.1,81.1,77.4,90.8,18.9,,,,,Yes,95.7
US-EDU-12802,Horizon Elementary School,VA,Virginia,Clay County,Suburban - Midsize,Elementary School,Public,Title I Targeted,566,34,16.6,31.4,51.8,6.2,29.1,4.9,2.3,5.7,21.0,9.7,24167,12.1,50.2,37.7,78.9,71.9,87.6,21.2,,,,,No,93.4
US-EDU-12803,Oak Ridge Elementary School,CT,Connecticut,Clay County,City - Midsize,Elementary School,Public,Title I Schoolwide,433,28,15.4,66.6,11.2,59.5,11.2,5.0,0.8,12.3,10.5,4.8,16202,17.7,54.9,27.4,50.8,54.2,91.2,14.6,,,,,No,86.9
US-EDU-12804,Lincoln Academy,CA,California,San Diego County,Rural - Remote,High School,Public,Not Title I Eligible,1017,56,18.3,33.5,66.5,7.6,19.5,3.9,0.6,1.9,14.6,11.1,17800,12.6,28.6,58.8,93.2,84.9,91.5,20.9,1262,29.0,36.7,70.6,No,97.2
US-EDU-12805,Hamilton Grade School,NJ,New Jersey,Clay County,Suburban - Large,Elementary School,Public,Title I Schoolwide,400,26,15.6,51.8,41.7,18.9,13.8,24.4,0.1,1.1,10.1,11.6,14776,15.2,53.7,31.1,56.2,37.5,72.6,29.9,,,,,No,84.8
US-EDU-12806,Oak Ridge Primary School,IL,Illinois,St. Clair County,Rural - Fringe,Elementary School,Public,Title I Schoolwide,393,19,20.5,43.6,48.3,12.3,30.1,3.1,0.1,6.1,19.1,20.8,18196,18.6,42.3,39.1,59.8,62.7,85.3,10.6,,,,,No,87.4
US-EDU-12807,Roosevelt Elementary Academy,NJ,New Jersey,Madison County,Suburban - Large,Elementary School,Public Charter,Not Title I Eligible,535,36,14.7,21.6,47.1,25.7,9.8,14.0,1.9,1.5,11.5,15.3,22261,9.0,36.7,54.3,46.8,82.9,93.5,16.9,,,,,No,94.0
US-EDU-12808,Westview Elementary Academy,NC,North Carolina,Durham County,Suburban - Large,Elementary School,Public,Title I Schoolwide,405,28,14.3,69.0,57.4,18.7,18.3,2.6,2.2,0.8,9.0,14.5,13982,12.8,57.2,30.0,52.4,50.0,81.1,24.6,,,,,No,88.4
US-EDU-12809,Franklin Primary School,PA,Pennsylvania,Berks County,Town - Distant,Elementary School,Public Charter,Title I Targeted,262,18,14.8,39.8,81.2,2.7,11.5,1.6,0.1,2.9,12.6,4.0,14703,12.8,36.9,50.3,48.3,54.8,78.5,18.8,,,,,No,90.1
US-EDU-12810,Westview Junior High School,NM,New Mexico,Clay County,Town - Fringe,Middle School,Public,Title I Schoolwide,368,31,11.8,50.4,70.3,12.2,13.9,0.4,0.5,2.7,16.1,7.9,15584,15.9,35.2,48.9,53.5,68.0,85.8,19.7,,,,,No,86.1
US-EDU-12811,River Bend Elementary School,FL,Florida,Brevard County,City - Large,Elementary School,Public Charter,Title I Schoolwide,726,37,19.8,64.0,39.9,9.3,41.6,7.6,0.5,1.1,11.1,18.8,17580,15.2,38.1,46.7,25.4,40.8,78.6,30.9,,,,,Yes,85.7
US-EDU-12812,Eastside Grade School,NY,New York,Westchester County,Suburban - Large,Elementary School,Public,Not Title I Eligible,524,22,23.6,25.7,55.5,21.6,5.7,12.9,1.2,3.1,10.4,13.2,16123,10.6,53.6,35.8,61.1,56.3,96.1,28.9,,,,,No,90.8
US-EDU-12813,Pine Crest Elementary Academy,VA,Virginia,Marion County,City - Large,Elementary School,Private For-Profit,Not Applicable,393,31,12.5,80.0,13.6,10.0,62.2,1.4,0.1,12.7,10.8,20.5,16714,19.3,51.2,29.5,39.8,52.0,91.3,24.2,,,,,No,87.5
US-EDU-12814,Sunset Elementary Academy,CA,California,Alameda County,Town - Distant,Elementary School,Private For-Profit,Not Applicable,155,12,12.6,78.9,76.2,3.6,14.3,1.1,0.9,3.9,12.6,10.1,16723,19.5,39.0,41.5,56.0,52.9,91.9,32.6,,,,,No,80.6
US-EDU-12815,Crestview Junior High School,FL,Florida,Palm Beach County,Town - Distant,Middle School,Public,Title I Schoolwide,413,21,20.1,55.0,59.5,14.1,19.9,4.4,0.1,2.0,15.9,10.7,19506,17.6,43.8,38.6,58.7,51.6,87.6,26.0,,,,,Yes,94.0
US-EDU-12816,Lakeshore Middle School,CA,California,Alameda County,Suburban - Large,Middle School,Public,Title I Schoolwide,667,49,13.7,63.8,48.6,12.4,30.4,3.7,1.5,3.4,21.5,18.2,12300,15.0,45.3,39.7,61.7,75.0,90.3,12.7,,,,,No,91.1
US-EDU-12817,Oak Ridge Elementary School,AZ,Arizona,Jefferson County,City - Large,Elementary School,Public,Title I Schoolwide,402,29,13.9,63.9,17.6,8.3,46.5,21.7,0.8,5.1,17.5,28.0,12775,14.5,39.5,46.0,37.4,59.4,84.4,28.3,,,,,Yes,85.9
US-EDU-12818,Meadowbrook Elementary Academy,WI,Wisconsin,Jackson County,Suburban - Large,Elementary School,Public Charter,Title I Schoolwide,848,62,13.6,76.8,41.3,2.1,37.9,15.5,1.9,1.3,13.2,21.8,12821,16.9,57.5,25.6,30.8,38.0,77.5,18.6,,,,,No,82.4
US-EDU-12819,Pine Crest High School,AL,Alabama,Marion County,Suburban - Large,High School,Public,Not Title I Eligible,1521,85,17.8,6.7,36.0,5.8,30.7,23.0,0.1,4.4,20.3,17.1,17931,8.1,47.5,44.4,96.0,98.0,93.5,18.5,1350,29.2,41.4,81.1,No,97.9
US-EDU-12820,Pine Crest High School,MA,Massachusetts,Franklin County,Suburban - Large,High School,Public,Title I Targeted,424,33,12.8,26.6,62.4,7.1,11.6,12.0,2.0,4.9,8.4,8.7,16212,5.8,36.7,57.5,78.0,89.0,83.8,18.5,1222,27.0,31.2,66.1,Yes,88.6
US-EDU-12821,River Bend Elementary School,MO,Missouri,Washington County,City - Large,Elementary School,Public,Title I Schoolwide,373,25,15.1,71.6,18.0,31.7,36.3,7.6,2.0,4.4,8.1,19.3,17756,17.3,37.2,45.5,67.8,71.4,84.5,21.0,,,,,No,88.3
US-EDU-12822,Washington Elementary Academy,OH,Ohio,Cuyahoga County,Suburban - Large,Elementary School,Private Religious,Not Applicable,488,44,11.0,23.2,66.5,12.0,10.6,6.7,2.0,2.2,13.8,6.0,24832,0.0,2.0,98.0,73.9,69.6,83.7,15.9,,,,,No,91.8
US-EDU-12823,Eisenhower Intermediate School,WY,Wyoming,Washington County,Suburban - Large,Middle School,Public,Title I Schoolwide,425,26,16.5,58.1,78.3,9.3,5.1,1.2,0.1,6.0,15.2,2.6,11696,16.0,35.3,48.7,55.7,42.8,81.6,19.7,,,,,No,91.3
US-EDU-12824,Pine Crest Grade School,AZ,Arizona,Franklin County,City - Large,Elementary School,Public,Title I Schoolwide,311,31,9.9,48.1,44.5,10.7,37.1,0.6,2.1,5.0,15.3,16.9,12744,16.3,52.0,31.7,45.4,42.9,91.3,20.8,,,,,No,87.0
US-EDU-12825,Lincoln Primary School,WA,Washington,Madison County,Town - Distant,Elementary School,Private Religious,Not Applicable,613,44,14.0,7.2,90.1,1.0,5.5,1.1,0.3,2.0,11.2,5.2,13747,0.0,2.0,98.0,91.9,82.6,93.8,9.6,,,,,No,98.8
US-EDU-12826,Washington State University,IL,Illinois,Winnebago County,City - Midsize,4-Year University,Public,Not Applicable,20445,1718,11.9,0.0,11.1,31.6,42.6,6.6,2.5,5.6,11.3,18.1,14631,15.3,42.8,41.9,87.5,95.2,91.4,7.3,1470,27.8,,,Yes,99.0
US-EDU-12827,Madison Elementary School,CO,Colorado,Marion County,Suburban - Large,Elementary School,Public,Title I Schoolwide,451,29,15.8,63.0,45.9,8.7,27.9,14.0,1.8,1.7,14.6,15.6,14884,13.4,46.2,40.4,52.2,73.9,89.8,24.6,,,,,No,91.9
US-EDU-12828,Washington Primary School,KY,Kentucky,Jackson County,Town - Distant,Elementary School,Public,Title I Targeted,563,45,12.5,41.3,75.8,10.6,6.0,2.2,0.6,4.8,9.4,6.7,17203,13.7,51.5,34.8,55.8,62.8,90.1,26.6,,,,,No,92.0
US-EDU-12829,Pine Crest Middle School,PA,Pennsylvania,Chester County,Suburban - Large,Middle School,Public,Title I Schoolwide,672,49,13.7,80.4,60.1,8.2,17.2,10.7,1.5,2.3,13.9,7.8,10478,15.8,40.4,43.8,36.9,36.3,85.7,21.8,,,,,No,87.6
US-EDU-12830,Westview Elementary School,TX,Texas,El Paso County,Suburban - Midsize,Elementary School,Public,Title I Schoolwide,490,25,19.8,52.6,62.2,10.9,20.9,0.8,0.8,4.4,14.0,7.6,21896,17.1,41.9,41.0,61.7,58.5,87.7,14.4,,,,,No,88.1
US-EDU-12831,Westview Grade School,TX,Texas,Harris County,City - Large,Elementary School,Public,Title I Schoolwide,247,20,12.6,56.4,37.1,33.6,15.9,6.1,1.6,5.7,17.8,10.7,13536,16.8,38.9,44.3,30.8,44.0,85.9,28.5,,,,,No,88.1
US-EDU-12832,University of Kentucky at Kennedy,KY,Kentucky,Clay County,Rural - Fringe,4-Year University,Public,Not Applicable,8151,479,17.0,0.0,85.1,1.2,5.9,2.9,0.1,4.8,18.2,1.7,25146,11.6,32.4,56.0,96.0,89.0,99.2,6.9,1459,29.4,,,No,99.0
US-EDU-12833,Roosevelt Elementary School,NY,New York,Bronx County,Suburban - Large,Elementary School,Public Charter,Title I Schoolwide,749,52,14.5,46.7,53.2,15.2,5.5,16.9,3.8,5.4,8.3,8.9,15534,13.1,40.1,46.8,71.5,82.4,80.5,16.2,,,,,No,92.1
US-EDU-12834,Sunset Intermediate School,NE,Nebraska,Jackson County,City - Midsize,Middle School,Public,Title I Schoolwide,738,44,16.9,68.0,22.7,8.9,48.1,13.1,1.9,5.3,8.5,19.9,15091,15.5,41.5,43.0,42.4,50.2,86.3,22.7,,,,,No,87.1
US-EDU-12835,Jefferson Junior High School,OH,Ohio,Franklin County,City - Midsize,Middle School,Public,Title I Schoolwide,774,32,24.4,63.7,28.2,23.6,37.8,5.6,1.0,3.8,12.0,19.9,17080,18.0,35.7,46.3,50.9,50.6,83.9,10.6,,,,,No,87.9
US-EDU-12836,Marshall Grade School,DC,District of Columbia,Clay County,Suburban - Large,Elementary School,Public Charter,Title I Schoolwide,414,25,16.8,46.8,54.6,25.5,15.4,0.8,0.8,2.9,11.0,9.6,21213,11.6,54.4,34.0,66.2,66.3,86.9,17.0,,,,,No,82.5
US-EDU-12837,Eastside High School,CO,Colorado,Central County,Suburban - Large,High School,Public,Not Title I Eligible,779,54,14.5,22.1,43.2,15.1,28.8,5.1,3.7,4.1,16.5,13.8,21186,7.8,54.0,38.2,75.9,83.4,88.6,17.0,1381,27.4,40.5,74.7,No,95.1
US-EDU-12838,Grand Valley Academy,GA,Georgia,Clayton County,Rural - Fringe,High School,Public,Title I Schoolwide,1229,79,15.6,75.0,78.6,0.8,16.4,1.7,0.6,1.9,11.5,1.6,18909,15.3,39.2,45.5,61.2,69.2,80.2,13.6,1255,22.7,17.5,72.1,No,85.4
US-EDU-12839,Highland Park Community School,NE,Nebraska,Jackson County,Suburban - Large,K-12 Combined,Private For-Profit,Not Applicable,543,39,14.0,46.5,74.2,1.8,12.9,5.6,2.1,3.4,18.0,11.3,20052,11.0,47.5,41.5,75.1,63.0,87.4,19.4,1311,29.3,39.7,69.4,No,95.5
US-EDU-12840,Madison Comprehensive High School,LA,Louisiana,Marion County,Suburban - Large,High School,Private Religious,Not Applicable,580,46,12.7,0.0,51.1,15.9,26.3,3.6,0.4,2.7,11.6,13.4,18874,0.0,2.0,98.0,78.6,80.6,84.1,4.0,1405,28.1,35.4,77.4,No,97.0
US-EDU-12841,Franklin Elementary Academy,AZ,Arizona,Central County,City - Midsize,Elementary School,Public,Not Title I Eligible,459,27,17.0,34.8,18.4,44.2,24.1,8.3,2.2,2.8,12.6,16.0,17288,14.7,46.7,38.6,62.2,75.2,84.3,22.7,,,,,No,91.9
US-EDU-12842,Roosevelt Primary School,NV,Nevada,Clay County,Suburban - Large,Elementary School,Public,Title I Targeted,457,38,11.9,26.1,55.6,6.4,23.4,10.8,0.5,3.3,11.4,15.9,16229,11.3,44.8,43.9,77.6,64.0,89.1,20.1,,,,,No,95.4
US-EDU-12843,Sunset Intermediate School,TX,Texas,Tarrant County,City - Large,Middle School,Public,Title I Schoolwide,926,101,9.2,62.5,17.7,19.4,45.1,11.8,3.2,2.8,13.7,19.4,19000,16.8,46.3,36.9,38.9,31.7,81.2,21.9,,,,,No,84.9
US-EDU-12844,Oak Ridge Primary School,MA,Massachusetts,Marion County,Suburban - Midsize,Elementary School,Public,Not Title I Eligible,589,32,18.4,37.2,56.0,16.3,13.5,9.9,1.0,3.3,6.7,12.6,12572,11.5,32.5,56.0,60.4,60.6,88.4,20.4,,,,,No,90.5
US-EDU-12845,Lincoln Junior High School,NM,New Mexico,Marion County,City - Large,Middle School,Public,Title I Schoolwide,569,40,14.4,75.7,42.1,18.1,24.7,13.5,0.7,0.9,17.6,18.4,19516,15.8,49.7,34.5,70.7,75.1,91.4,19.3,,,,,No,82.8
US-EDU-12846,Franklin Elementary Academy,AZ,Arizona,Central County,City - Large,Elementary School,Public,Title I Schoolwide,303,24,12.5,53.6,39.1,49.8,4.2,1.8,0.9,4.2,18.2,5.3,14083,13.8,41.2,45.0,60.0,48.0,82.0,30.1,,,,,No,91.5
US-EDU-12847,Horizon Middle School,NC,North Carolina,Gaston County,City - Large,Middle School,Public,Title I Schoolwide,1052,60,17.5,54.8,33.1,41.7,11.4,11.9,0.6,1.3,12.2,14.2,16823,16.3,32.4,51.3,52.7,62.4,84.4,17.2,,,,,No,91.1
US-EDU-12848,Washington Middle School,WA,Washington,Jackson County,Suburban - Large,Middle School,Public,Not Title I Eligible,610,40,15.3,20.0,31.1,16.8,37.7,9.9,0.2,4.3,15.2,19.3,17623,10.1,47.8,42.1,69.0,66.2,78.2,27.2,,,,,No,94.3
US-EDU-12849,Cedar Creek Preparatory High School,GA,Georgia,Clayton County,Suburban - Large,High School,Public Charter,Title I Targeted,886,58,15.4,55.3,55.8,3.3,14.3,18.1,1.3,7.2,12.2,10.9,13875,13.2,46.7,40.1,45.5,45.2,83.5,28.7,1165,25.7,29.5,63.3,Yes,86.4
US-EDU-12850,Pine Crest Middle School,IN,Indiana,Madison County,Suburban - Midsize,Middle School,Public,Title I Schoolwide,370,24,15.2,66.6,49.4,14.5,25.6,4.1,0.9,5.5,21.1,15.5,13193,16.1,47.8,36.1,48.7,41.3,83.5,26.2,,,,,No,87.8
US-EDU-12851,Cedar Creek Elementary School,AZ,Arizona,Montgomery County,Suburban - Large,Elementary School,Public,Not Title I Eligible,490,31,15.8,5.0,36.7,13.9,38.9,1.3,1.9,7.3,14.7,13.2,21524,10.1,46.2,43.7,67.1,93.2,88.9,4.1,,,,,No,99.0
US-EDU-12852,Franklin Junior College,AR,Arkansas,Lincoln County,City - Midsize,2-Year College,Private For-Profit,Not Applicable,5832,333,17.5,0.0,35.2,41.3,8.7,7.6,1.2,6.0,16.6,13.3,38934,27.9,38.6,33.5,96.0,98.0,92.3,18.4,,,,,No,99.0
US-EDU-12853,River Bend Charter High School,MO,Missouri,Madison County,Rural - Remote,High School,Public Charter,Title I Schoolwide,1078,64,16.9,47.3,70.9,8.1,10.2,4.2,2.6,4.0,18.7,1.0,21021,15.3,48.8,35.9,62.2,74.2,85.1,22.0,1244,24.5,28.8,71.8,Yes,87.2
US-EDU-12854,Carver Junior High School,AR,Arkansas,Montgomery County,City - Large,Middle School,Public,Not Title I Eligible,1052,79,13.4,28.2,17.9,38.4,31.0,10.8,0.8,1.1,10.2,13.0,17644,15.2,45.3,39.5,54.1,61.0,90.3,17.3,,,,,No,94.6
US-EDU-12855,Hamilton Elementary Academy,WA,Washington,Clay County,Suburban - Large,Elementary School,Public,Not Title I Eligible,487,25,19.6,14.4,34.1,22.9,38.4,1.1,0.1,3.4,14.4,12.2,17652,9.6,54.5,35.9,88.9,65.5,89.8,11.7,,,,,No,95.9
US-EDU-12856,Valley View Primary School,KY,Kentucky,Marion County,City - Midsize,Elementary School,Public,Title I Schoolwide,620,44,14.1,90.3,29.7,6.7,54.3,6.5,0.7,2.1,17.5,19.9,14982,18.9,51.4,29.7,44.2,59.3,79.8,24.8,,,,,No,84.1
US-EDU-12857,Washington High School,CO,Colorado,Clay County,Suburban - Large,High School,Private For-Profit,Not Applicable,1844,149,12.4,28.5,42.8,14.5,12.6,20.8,3.7,5.6,14.7,10.0,12413,17.4,51.9,30.7,55.7,72.8,89.7,20.7,1222,25.3,35.9,70.3,Yes,94.5
US-EDU-12858,Carver Academy,NV,Nevada,Madison County,Rural - Fringe,High School,Private Non-Profit,Not Applicable,1633,127,12.9,14.7,66.1,15.5,11.7,3.1,0.1,3.5,18.0,0.9,10796,0.0,2.0,98.0,65.7,56.5,81.3,17.0,1165,24.7,30.5,71.6,No,90.2
US-EDU-12859,Jefferson Elementary School,NE,Nebraska,Lincoln County,Suburban - Midsize,Elementary School,Public Charter,Title I Targeted,662,39,16.8,35.2,56.4,11.6,22.3,4.7,0.1,4.9,12.8,8.6,19172,13.4,46.3,40.3,68.8,65.7,88.4,14.6,,,,,No,87.3
US-EDU-12860,Pine Crest Middle School,AK,Alaska,Marion County,City - Midsize,Middle School,Public,Title I Schoolwide,694,44,15.6,74.4,37.7,10.2,31.1,11.2,2.0,7.8,17.9,14.4,17995,13.0,35.4,51.6,64.1,55.1,79.6,25.5,,,,,No,88.2
US-EDU-12861,Pine Crest Intermediate School,CA,California,Contra Costa County,City - Large,Middle School,Public Charter,Title I Schoolwide,572,47,12.1,75.3,25.5,31.4,29.5,4.6,4.2,4.8,10.7,16.6,18357,16.3,50.9,32.8,70.7,62.8,94.2,17.5,,,,,No,87.4
US-EDU-12862,Lakeshore Institute of Technology,FL,Florida,Duval County,City - Midsize,4-Year University,Private Non-Profit,Not Applicable,802,47,17.1,17.7,29.9,33.0,28.0,6.4,0.8,1.9,14.6,12.3,16333,0.0,2.0,98.0,74.6,74.3,86.7,21.6,1254,28.2,,,No,98.9
US-EDU-12863,Madison Elementary School,TX,Texas,Collin County,City - Midsize,Elementary School,Private Non-Profit,Not Applicable,375,34,10.9,20.6,26.5,37.1,29.3,1.2,0.3,5.6,18.1,13.4,30117,0.0,2.0,98.0,74.4,71.6,87.5,6.2,,,,,Yes,96.0
US-EDU-12864,River Bend High School,NY,New York,Erie County,Suburban - Large,High School,Public,Title I Schoolwide,1120,54,20.9,42.1,45.9,2.9,46.1,1.4,1.8,1.9,11.4,22.3,15010,14.3,32.7,53.0,74.6,52.3,90.4,18.7,1258,29.4,32.5,76.6,No,93.9
US-EDU-12865,Martin Luther King Jr. Grade School,TX,Texas,Dallas County,City - Midsize,Elementary School,Public Charter,Title I Schoolwide,418,32,13.2,61.6,23.1,28.9,39.3,2.3,1.9,4.5,18.1,16.3,14476,15.8,56.4,27.8,56.7,61.6,88.6,16.9,,,,,No,87.4
US-EDU-12866,Southland Preparatory School,NC,North Carolina,New Hanover County,Town - Distant,K-12 Combined,Public Charter,Title I Targeted,481,30,15.9,54.0,58.8,4.1,27.9,3.5,1.0,4.7,14.7,9.4,15500,17.2,57.4,25.4,47.5,39.4,80.2,15.2,1156,23.8,14.1,66.4,No,93.8
US-EDU-12867,Grand Valley Middle School,TN,Tennessee,Marion County,City - Large,Middle School,Public,Title I Targeted,566,34,16.8,73.1,39.7,14.5,32.8,1.2,3.3,8.5,14.3,11.4,20088,21.2,27.5,51.3,41.3,59.2,85.1,25.7,,,,,No,86.9
US-EDU-12868,River Bend Academy,AZ,Arizona,Central County,City - Large,High School,Public,Title I Schoolwide,1056,74,14.3,65.1,35.2,23.2,15.1,21.2,0.4,4.9,14.0,12.5,16704,15.5,59.3,25.2,36.5,42.7,93.5,23.8,1126,24.2,15.3,59.2,Yes,88.2
US-EDU-12869,Willow Creek Senior High School,TX,Texas,Tarrant County,Suburban - Large,High School,Public,Not Title I Eligible,250,14,17.7,21.2,62.0,17.5,3.4,12.9,0.6,3.6,7.0,8.1,17154,11.6,40.0,48.4,63.1,71.8,92.0,15.9,1336,24.4,26.4,65.4,No,90.7
US-EDU-12870,Roosevelt College Prep,GA,Georgia,Cobb County,Suburban - Large,High School,Public Charter,Title I Schoolwide,2056,122,16.9,48.5,51.5,15.3,22.7,6.2,0.5,3.8,12.2,6.9,15103,11.4,44.8,43.8,26.2,52.2,82.0,14.2,1197,22.0,27.4,59.6,No,90.8
US-EDU-12871,Kennedy Middle School,SC,South Carolina,Madison County,Rural - Fringe,Middle School,Public,Title I Targeted,755,59,12.9,43.5,63.9,7.1,19.6,4.1,2.7,2.6,11.7,13.0,19449,11.5,58.5,30.0,57.6,54.3,93.3,18.6,,,,,No,88.6
US-EDU-12872,Crestview Intermediate School,NY,New York,Erie County,Suburban - Large,Middle School,Public Charter,Not Title I Eligible,487,20,24.5,25.6,60.6,3.3,19.8,11.9,0.9,3.5,12.0,6.9,18155,12.4,52.2,35.4,71.7,84.1,85.0,12.7,,,,,No,87.2
US-EDU-12873,Southland Preparatory School,MI,Michigan,Ottawa County,City - Large,K-12 Combined,Private For-Profit,Not Applicable,637,50,12.7,70.8,26.1,39.1,25.6,6.6,0.1,2.5,11.1,12.2,18459,20.8,52.2,27.0,49.3,67.4,84.4,16.6,1258,24.9,29.4,58.7,No,90.1
US-EDU-12874,Lincoln Comprehensive High School,MA,Massachusetts,Marion County,City - Large,High School,Public,Title I Targeted,932,72,13.0,40.6,33.4,23.3,28.2,9.7,0.1,5.3,15.3,14.0,16022,9.8,45.9,44.3,38.8,62.0,93.7,26.0,1153,22.4,24.0,62.9,No,83.9
US-EDU-12875,Metropolitan Primary School,CO,Colorado,Franklin County,Suburban - Large,Elementary School,Public,Not Title I Eligible,423,43,9.9,15.5,62.0,3.2,17.9,13.6,1.5,1.8,10.0,14.7,14923,9.2,33.2,57.6,67.7,84.3,82.1,13.5,,,,,Yes,97.5
US-EDU-12876,Willow Creek Elementary Academy,OH,Ohio,Cuyahoga County,Rural - Remote,Elementary School,Public,Title I Schoolwide,689,42,16.3,50.2,68.9,14.1,12.2,1.9,0.1,2.8,15.2,4.4,17245,13.7,44.7,41.6,61.9,59.6,81.1,15.4,,,,,No,94.9
US-EDU-12877,Highland Park Comprehensive High School,NY,New York,Westchester County,Suburban - Midsize,High School,Public,Title I Schoolwide,425,21,20.4,50.8,38.9,27.1,20.9,7.4,0.1,5.6,13.1,7.4,12738,12.7,38.7,48.6,49.0,51.2,77.7,21.8,1183,22.6,26.8,61.1,No,90.9
US-EDU-12878,Hamilton Elementary School,NJ,New Jersey,Franklin County,Town - Distant,Elementary School,Private Non-Profit,Not Applicable,173,13,13.2,19.0,59.5,11.0,16.8,0.8,3.7,8.2,15.6,9.4,16908,0.0,2.0,98.0,83.8,95.1,97.4,18.0,,,,,No,99.0
US-EDU-12879,Oak Ridge Technical College,CA,California,Fresno County,Suburban - Large,2-Year College,Public,Not Applicable,8441,698,12.1,0.0,62.3,12.0,15.6,6.8,0.1,3.2,21.5,13.1,24796,14.2,25.6,60.2,71.1,82.8,94.0,10.7,,,,,No,95.3
US-EDU-12880,Martin Luther King Jr. College Prep,NJ,New Jersey,Lincoln County,Town - Distant,High School,Public Charter,Title I Targeted,901,50,18.0,31.2,70.2,10.7,16.2,0.4,1.6,0.9,13.8,6.8,23100,13.1,52.4,34.5,71.6,71.8,90.5,24.6,1308,28.3,37.9,72.4,Yes,89.7
US-EDU-12881,Roosevelt Elementary School,IA,Iowa,Marion County,Town - Distant,Elementary School,Public,Title I Targeted,613,30,20.5,30.1,73.8,2.6,12.7,2.7,1.2,7.0,10.8,6.6,17843,8.5,49.9,41.6,57.8,85.4,83.4,24.5,,,,,No,93.0
